id,fav,house_flag,auto,book,blood,roots,name,arts_type,maxLv,timing,judge,target,arts_range,cost,description
600,0,0,0,基本,セレスチャル,セレスチャル,奇跡,純血/回復,1,効果参照,自動成功,単体,シーン,愛,対象がかりそめの死となった直後に使用する。対象のかりそめの死を回復し、【FP】を1点まで回復する。1シナリオに1回まで使用でき、かりそめの死を受けていても特別に使用できる。このアーツはいかなる効果でも対象を単体から変更できない。
601,0,0,0,DO,セレスチャル,セレスチャル,愛の恩寵,回復,3,効果参照,自動成功,単体,シーン,3,対象が愛を獲得した直後に使用する。対象の【FP】を「あなたの【加護】+2D6]点回復し、BSをすべて回復する。1ラウンドにLv回まで使用できる。
602,0,0,0,DO,セレスチャル,セレスチャル,金色の玉座,攻撃,1,メジャー,加護,範囲,シーン,4,対象にDRの代わりに重圧と放心を与える特殊攻撃を行なう。対象は【感情】でドッジを行なう。対象がエキストラの場合、あなたの支配下となる。詳細はGMが決定すること。
603,0,0,0,DO,セレスチャル,セレスチャル,神器,ア,5,常時,自動成功,自身,なし,3,あなたが常備化しているアイテムからLv個まで選択する。それが武器か乗り物ならダメージの属性と基準を【加護】に変更し、ダメージに+1D6する。防具ならA値を[【加護Ｂ】+2]に変更する。プリプレイに変更し直してもよい。
604,0,0,0,DO,セレスチャル,セレスチャル,神気循環,魔獣,1,常時,自動成功,自身,なし,0,《魔獣化》の効果中、あなたの【肉体】【技術】のA値と、素手のダメージを+【加護Ｂ】する。あなたの《魔獣化》コストは+2される。
605,0,0,0,DO,セレスチャル,セレスチャル,信仰のシンボル,なし,1,常時,自動成功,自身,なし,2,あなたの【加護】を+2する。トゥルーブラッドの場合、この効果は+3となる。
606,0,0,0,DO,セレスチャル,セレスチャル,絶対結界,防御/魔法,3,DR直後,自動成功,単体,シーン,4,対象が行なったDRを-10し、対象はそのDRでBSを与えられない。1シーンにLv回まで使用できる。
607,0,0,0,DO,セレスチャル,セレスチャル,想念集積,なし,5,マイナー,自動成功,自身,なし,3,そのメインプロセスの間、あなたが行なう攻撃のダメージと、使用する「種別：回復」のアーツの効果を+【社会】する。1シーンにLv回まで使用できる。
608,0,0,0,DO,セレスチャル,セレスチャル,光あれ,純血/魔獣,1,効果参照,自動成功,単体,シーン,愛,対象が「対象：自身」以外のアーツを使用した直後に使用する。そのアーツを「対象：シーン」「射程：シーン」に変更する。1シナリオに1回まで使用できる。
609,0,0,1,基本,セレスチャル,神格,概念神,選択,5,判定直後,自動成功,単体,シーン,2,対象が行なった判定を振り直させる。1回の判定につき1度、1ラウンドにLv回まで使用できる。
610,0,0,1,基本,セレスチャル,神格,自然神,選択/防御,5,DR直後,自動成功,単体,シーン,2,対象が受けるダメージを-【加護B】する。1ラウンドにLv回まで使用できる。
611,0,0,1,基本,セレスチャル,神格,創造神,選択,5,効果参照,自動成功,単体,シーン,1,対象が「種別：回復」のアーツまたはアイテムを使用する際に使用する。その効果で回復する【FP】を+【加護B】する。1ラウンドにLv回まで使用できる。
612,0,0,1,基本,セレスチャル,神格,破壊神,選択/支援,5,DR直前,自動成功,単体,シーン,2,対象が行なうDRに+【加護B】する。1ラウンドにLv回まで使用できる。
613,0,0,0,基本,セレスチャル,神格,崇め讃えよ,魔獣,1,セットアップ,自動成功,自身,なし,4,そのラウンドの間、あなたが使用する【加護B】で効果を計算する神格のアーツの効果すべてに+【社会B】する。
614,0,0,0,基本,セレスチャル,神格,繁栄の地,回復,3,マイナー,自動成功,シーン,シーン,3,対象の【FP】を[【加護】+2D6]点回復し、BSをすべて回復する。1シーンにLv回まで使用できる。
615,0,0,0,基本,セレスチャル,神格,神の導き,20,1,メジャー,自動成功,単体,シーン,4,対象は即座にメインプロセスを行なう。対象が行動済みであってもメインプロセスを行なえ、対象が未行動の場合、このメインプロセスを行なっても行動済みにならない。このアーツはいかなる効果でも対象を単体から変更できず、あなた自身を対象にできない。
616,0,0,0,基本,セレスチャル,神格,神霊顕現,純血,1,解放状態,自動成功,自身,なし,5,あなたが解放状態となった直後に使用する。そのシーンの間、あなたの行なうメジャーアクションの判定のクリティカル値を-1する。
617,0,0,1,DE,セレスチャル,神格,祟り神,選択,3,判定直後,自動成功,単体,シーン,2,対象が行なった判定の達成値を-2する。1ラウンドにLv回まで使用できる。
618,0,0,0,DE,セレスチャル,神格,荒ぶる神威,魔獣,5,マイナー,自動成功,自身,なし,3,そのメインプロセスの間、あなたが行なう特殊攻撃の命中判定の達成値に+2、DRに+[Lv×4]する。
619,0,0,0,DO,セレスチャル,神格,因果支配,なし,3,判定直後,自動成功,単体,シーン,4,対象が行なった判定のダイス目を±1(最低2、最大12)する。1シナリオに3回まで使用でき、あなたが《概念神》か《祟り神》を取得している場合、それらを使用した直後にこのアーツを即座に使用できる。
620,0,0,0,DO,セレスチャル,神格,神の恩恵,魔獣,1,常時,自動成功,自身,なし,3,《魔獣化》中のあなたの登場しているシーンで、あなたへの絆を持つ味方が行なう判定の達成値を+1する。あなたが《破壊神》を取得している場合、さらにその味方が行なう攻撃ダメージを+1D6する。
621,0,0,0,DO,セレスチャル,神格,自然同化,なし,1,ムーブ,自動成功,自身,なし,3,あなたは隠密状態となる。敵とエンゲージ中でも隠密状態になれる。あなたが《自然神》を取得している場合、このアーツは「対象：単体」「射程：シーン」としてあなた以外の対象にも使用できる。
622,0,0,0,DO,セレスチャル,神格,創造の御手,ア,3,マイナー,自動成功,単体,シーン,4,対象が取得可能なアイテムから、常備化に必要な経験点が[Lv×5+10]点以下のひとつを取得させる。対象は即座にそれを装備または交換してもよい。このアイテムはシナリオ終了時に失われる。1シナリオに1回まで使用でき、あなたが《創造神》を取得している場合、Lvを2倍にして(最大Lvを超えてもよい)効果を計算する。
623,0,0,0,DO,セレスチャル,神格,神の名の下に,0,1,効果参照,自動成功,自身,なし,8,《神罰》と同時に使用する。その命中判定をクリティカルに変更する。1シナリオに1回まで使用できる。
624,0,0,1,GF223,セレスチャル,神格,詐術神,選択,3,判定直後,自動成功,単体,シーン,2,対象が何らかの判定に失敗または対決に敗北した直後に使用する。対象に狼狽または[翻弄：あなた]を与える。1ラウンドLv回。
625,0,0,1,GF223,セレスチャル,神格,性愛神,選択,5,効果参照,自動成功,単体,シーン,2,対象が愛を取得または使用した直後に使用する。そのシーン中、対象が攻撃から受けるダメージを-[あなたの【加護B】]する。1ラウンドLv回。
626,0,0,1,GF223,セレスチャル,神格,繁栄神,選択/支援,3,効果参照,自動成功,単体,シーン,2,対象がクリティカルを発生させた直後に使用する。その達成値にさらに+5し、命中判定ならその攻撃のダメージに+【加護B】する。1ラウンドLv回。また、あなたは《繁栄の地》を「タイミング：クリンナップ」としても使用できる。
627,0,0,1,GF223,セレスチャル,神格,冥界神,選択,3,DR直前,自動成功,単体,シーン,3,そのラウンド中、対象が攻撃から受けるダメージを【加護B】する。1ラウンドLv回。
628,0,0,0,GF223,セレスチャル,神格,神の試し,なし,1,セットアップ,自動成功,単体,シーン,3,あなたが指定した【基本能力値】同士で対象と対決を行なう。対象は勝利した場合、そのシナリオ中に行なうあらゆる判定の達成値に+2され、敗北した場合【FP】を[あなたの加護]点失う。《詐術神》を取得している場合、あなたが行なうこの判定の達成値に+2か-2。
629,0,0,0,GF223,セレスチャル,神格,神威の領域,魔獣,1,マイナー,自動成功,自身,なし,3,そのシーン中、あなたと同じエンゲージで他のキャラクターが行なうあらゆる判定の達成値を-2する。あなたへの絆を持つ者はこの効果を受けず、あなたが《冥界神》を持つ場合、それらの者はさらにG値が+5される。
630,0,0,0,GF223,セレスチャル,神格,天上界の美,なし,1,判定直前,自動成功,自身,なし,1,あなたは【社会】による判定を【加護】で行える。《性愛神》を持つ場合、「対象：単体」「射程：シーン」として同意した対象が【社会】で行なう判定にもこのアーツを使用でき、対象は判定値を[あなたの【加護】]で行える。
631,0,0,0,GF223,セレスチャル,神格,神権限定解放,純血,1,イニシアチブ,自動成功,自身,なし,罪,クライマックスフェイズにのみ使用できる。そのシーン中、あなたがアタッカーなら《世界律：絶望》、サポーターなら《世界律：超越》(《世界律：恩恵》の効果を得たものとして扱う)、ディフェンダーなら《世界律：不変》をLv1で取得しているものとして使用できる。
632,0,0,1,基本,セレスチャル,天使,御使いの翼,自動/魔獣,1,常時,自動成功,自身,なし,0,《魔獣化》の効果中、あなたは飛行状態となり、【行動値】に+【加護B】する。この飛行状態を解除したり、再び飛行状態になるにはマイナーアクションを使用する。あなたの《魔獣化》コストは+1される。
633,0,0,0,基本,セレスチャル,天使,エンゼルヘアー,魔獣,1,効果参照,自動成功,自身,なし,2,「種別：回復」「種別：支援」のアーツと同時に使用する。そのアーツを「対象：範囲」に変更する。1ラウンド1回まで使用できる。
634,0,0,0,基本,セレスチャル,天使,天使銃,ア,1,常時,自動成功,自身,なし,4,あなたは以下のデータを持つ射撃武器を得る。この武器を使用して攻撃を行なうたびに人間性を2点失う。　種別：武器(射撃)　命中：+1　G値：0　攻撃力：【加護B】+3+2D6　行動値：+0　射程：シーン　攻撃の対象のアーマー値を0として扱う。
635,0,0,0,基本,セレスチャル,天使,天使の矢,攻撃,5,メジャー,加護,単体,シーン,2,対象に[【加護】+(Lv)D6]点のダメージを与える特殊攻撃を行なう。対象は【加護】でドッジを行なう。対象に1点でもダメージを与えた場合、さらに束縛を与える。
636,0,0,0,基本,セレスチャル,天使,特務天使,なし,1,効果参照,自動成功,自身,なし,2,取得時に「種別：攻撃」「種別：防御」「種別：回復」からひとつ選択する。選択したアーツと同時に使用する。その効果で与えるダメージ、軽減するダメージ、回復する【FP】をすべて+【加護B】する。
637,0,0,0,基本,セレスチャル,天使,プロテクションフロムエビル,防御/魔法,1,DR直後,自動成功,範囲,至近,2,対象が受けるダメージを-2D6する。攻撃側が「種別：魔界」を持つ場合、効果をさらに+【加護B】する。1ラウンドに1回まで使用できる。
638,0,0,0,基本,セレスチャル,天使,天使の喇叭,20/攻撃,3,メジャー,加護,シーン,シーン,6,対象に[【加護B】+(Lv+1)D6]点のダメージを与える特殊攻撃を行なう。対象は【加護】でドッジを行なう。1点でもダメージを与えた場合、さらに放心と狼狽を与える。1シナリオに1回まで使用できる。
639,0,0,0,基本,セレスチャル,天使,天使の歌声,純血/攻撃/回復,5,メジャー,加護,シーン,シーン,4,対象に特殊攻撃を行なう。対象は【加護】でドッジを行なう。この攻撃が命中した場合、ダメージの代わりに放心を与えるか、対象の【FP】を[【加護】+(Lv)D6]点回復する。対象ごとにあなたが効果を選択すること。
640,0,0,0,DE,セレスチャル,天使,キューピットの矢,なし,3,メジャー,自動成功,単体,シーン,愛,あなた以外の同意した対象が持つ絆ひとつの関係を任意に変更し、対象は1点の愛を得る。このアーツはいかなる効果でも対象を単体から変更できない。1シナリオにLv回まで使用できる。
641,0,0,0,DE,セレスチャル,天使,パーティクルハンド,魔獣/ア,5,常時,自動成功,自身,なし,2,《魔獣化》中、あなたは以下のデータを持つ白兵武器を装備する。この武器の命中判定は【加護】で行ない、攻撃の対象のG値を-5してダメージを算出する。　種別：武器(白兵/魔法)　命中：0　G値：Lv+5　攻撃力：【加護】+Lv×2+2D6　行動値：0　射程：至近
642,0,0,0,DO,セレスチャル,天使,異形なる使徒,魔獣,1,常時,自動成功,自身,なし,0,《魔獣化》の効果中、あなたの【FP】とFP最大値を+[【加護】×2]、【射撃値】を+2、【回避値】を-3(最低0)し、あなたは「種別：巨大」としても扱われる。あなたの《魔獣化》のコストは+2される。
643,0,0,0,DO,セレスチャル,天使,エンゼルハイロゥ,魔獣,3,マイナー,自動成功,自身,なし,3,そのメインプロセスの間、あなたが与える【加護】属性のダメージを+2D6する。
644,0,0,0,DO,セレスチャル,天使,エンゼルフィールド,魔獣,3,効果参照,自動成功,自身,なし,4,《プロテクションフロムエビル》または《絶対結界》と同時に使用する。その効果を+【感情】する。1シナリオにLv回まで使用できる。
645,0,1,0,DO,セレスチャル,天使,両性具有,なし,1,常時,自動成功,自身,なし,2,あなたはいつでも自身の性別を任意に変更することができる。両方の性別を兼ね備えた状態となることも可能。このアーツを取得した場合、あなたの【感情】を+1する。
646,0,1,0,DO,セレスチャル,天使,最後の奇跡,0,1,効果参照,自動成功,単体,シーン,愛,対象が真の死となった直後に使用する。対象の真の死を回避し、かりそめの死とする。1シナリオに1回まで使用でき、使用後あなたは真の死となるか、人間性を20点失うかのいずれかを選択せよ。このアーツは対象を単体から変更できない。
647,0,0,1,基本,セレスチャル,竜,竜種,自動,1,判定直前,加護,自身,なし,2,あなたは白兵攻撃の命中判定と情報収集の判定を【加護】で行なえる。
648,0,0,0,基本,セレスチャル,竜,逆鱗,なし,5,常時,自動成功,自身,なし,2,あなたのA値を+[Lv×3]する。ただし、攻撃側がクリティカルを出して命中させた場合、あなたは即座に暴走を受ける。
649,0,0,0,基本,セレスチャル,竜,爪爪牙尻尾,攻撃/魔獣,3,メジャー,白兵,効果参照,武器,3,[Lv+2]体の対象に素手による白兵攻撃を行なう。
650,0,0,0,基本,セレスチャル,竜,竜の爪牙,魔獣,5,常時,自動成功,自身,なし,0,《魔獣化》の効果中、あなたの素手のダメージを[【加護】+(Lv×2)+1D6]、G値を[Lv+4]に変更する。あなたの《魔獣化》のコストは+1される。
651,0,0,0,基本,セレスチャル,竜,竜の吐息,攻撃/魔獣,3,メジャー,加護,範囲,シーン,4,取得時に、暴走と翻弄以外のBSひとつを選択する。対象に[【加護】+(Lv+1)D6]点のダメージを与える特殊攻撃を行なう。対象は【加護】でドッジを行なう。1点でもダメージを与えた場合、さらに選択したBSを与える。1シーンに3回まで使用できる。
652,0,0,0,基本,セレスチャル,竜,竜の洞窟,回復,3,効果参照,自動成功,自身,なし,2,シーンの終了時に使用する。あなたの財産点を+5し、あなたの【FP】を完全に回復する。1シナリオにLv回まで使用できる。
653,0,0,0,基本,セレスチャル,竜,竜の作法,20,1,セットアップ,自動成功,自身,なし,2,そのラウンドの間、あなたが行なう攻撃ダメージに+[あなたの持つエゴの数×2]し、あなたの【行動値】は0となる。
654,0,0,0,基本,セレスチャル,竜,滅びの吐息,純血/魔獣,1,マイナー,自動成功,自身,なし,5,そのメインプロセスの間、あなたが使用する《竜の吐息》を「対象：シーン」に変更し、ダメージに+【加護】する。1シナリオに1回まで使用できる。
655,0,0,0,DE,セレスチャル,竜,天空竜,魔獣,3,常時,自動成功,自身,なし,2,《魔獣化》の効果中、あなたは飛行状態となり、飛行状態でない対象に攻撃で与えるダメージが+[Lv×3]される。あなたの《魔獣化》コストは+1される。
656,0,0,0,DE,セレスチャル,竜,我が背を許す,なし,3,効果参照,自動成功,単体,至近,2,《魔獣化》と同時に使用する。同意した対象はあなたと同調状態になる。この同調状態の間、対象が【戦闘能力値】で行なう判定の達成値を+Lvする。
657,0,0,0,DO,セレスチャル,竜,絶対咆哮,魔獣,3,マイナー,自動成功,範囲,至近,5,対象に[恐怖：あなた]を与える。対象は【FP】を即座に10点失うことで、この恐怖を回復できる。1シーンにLv回まで使用できる。
658,0,0,0,DO,セレスチャル,竜,天候制御,なし,3,セットアップ,自動成功,効果参照,効果参照,4,使用時にダメージの属性からひとつを選択する。そのシーンの間、すべてのキャラクターが攻撃によって与える選択した属性ダメージを+[Lv×2+3]する。
659,0,1,0,DO,セレスチャル,竜,塔のなかの姫君,なし,1,メジャー,自動成功,自身,なし,4,取得には《竜の洞窟》が必要。任意のキャラクターひとりを、あなたの隠れ家にいることにできる。ただし、ドミニオンの中などに囚われているキャラクターには効果がない。使用可能かどうかはGMが決定せよ。1シナリオに1回まで使用できる。
660,0,0,0,DO,セレスチャル,竜,竜のアギト,魔獣/攻撃,1,メジャー,白兵,単体,至近,4,対象に素手による白兵攻撃を行なう。この攻撃ダメージに+【加護】する。あなたが「種別：巨大」なら、ダメージにさらに+1D6する。
661,0,0,0,DO,セレスチャル,竜,事象の地平,魔獣/攻撃/0,5,メジャー,社会,単体,シーン,罪,対象に[【社会】+10+(Lv×2)D6]点のダメージを与える特殊攻撃を行なう。この攻撃に対してはドッジを行なえず、1点でもダメージを与えた場合、さらに重圧と束縛を与える。1シナリオに1回まで使用できる。
662,0,0,1,DE,セレスチャル,化狐,妖狐の尾,自動/魔獣,9,マイナー,自動成功,自身,なし,2,そのメインプロセスの間、あなたが使用する「種別：魔法」の武器によるダメージか、「種別：魔法」のアーツとセレスチャルのアーツの効果に+[Lv+3]する。
663,0,0,0,DE,セレスチャル,化狐,狐の嫁入り,なし,1,効果参照,自動成功,自身,なし,2,いつでも使用できる。あなたの持つ絆ひとつを選択する。そのシナリオの間、その絆の対象とあなたが同時に登場しているシーンで、対象が行なうあらゆる判定の達成値を+1する。1シナリオに1回まで使用でき、その絆がエゴになっている間は効果がない。
664,0,0,0,DE,セレスチャル,化狐,狐化かし,攻撃/魔法,5,メジャー,感情+Lv,範囲,シーン,4,対象に、DRの存在しない特殊攻撃を行なう。対象は【感情】でドッジを行なう。あなたが勝利した場合、対象をあなたの任意の場所まで通常移動または離脱移動を行なわせる。対象のエンゲージが封鎖されている場合は移動できない。
665,0,0,0,DE,セレスチャル,化狐,狐火,ア,1,常時,自動成功,自身,なし,2,あなたは以下のデータを持つ射撃武器を得る。《魔獣化》中のみ使用でき、攻撃前に人間性を2点失うことで「対象：範囲」に変更できる。　種別：武器(射撃/魔法)　命中：1　攻撃力：(【加護】+4)+2D6　G値：5　行動値：0　射程：シーン　購入：-/-
666,0,0,0,DE,セレスチャル,化狐,葉っぱのお金,なし,1,メジャー,自動成功,単体,シーン,3,対象の財産点を+【加護】する。1シナリオに1回まで使用できる。
667,0,0,0,DE,セレスチャル,化狐,野狐禅,コピー,1,効果参照,自動成功,単体,シーン,6,対象が「タイミング：常時」以外のアーツ一つを使用した直後に使用する。そのシナリオの間、そのアーツをコピーし、あなたが取得しているものとして使用できる。アーツのLvは1となる。1シナリオに1回まで使用でき、コピーしたアーツのコストは+1される。
668,0,0,0,DE,セレスチャル,化狐,妖尾大変化,20/支援/防御,3,DR直後,自動成功,単体,シーン,4,対象が行なったDRに+【加護】、または-【加護】する。1シーンにLv回まで使用できる。
669,0,0,0,DE,セレスチャル,化狐,狐の恩返し,純血,1,判定直後,自動成功,単体,シーン,愛,あなたが絆を持つ対象が、何らかの判定を行なった直後に使用する。その判定をクリティカルに変更する。1シナリオに1回まで使用できる。
670,0,0,0,DO,セレスチャル,化狐,きつねの穴,なし,3,判定直前,自動成功,自身,なし,2,あなたが情報収集判定か【行動値】による判定を行なう直前に使用する。その達成値に+3する。1シナリオに[Lv+2]回まで使用できる。
671,0,0,0,DO,セレスチャル,化狐,きつねの窓,なし,1,効果参照,自動成功,単体,シーン,3,いつでも使用できる。対象に死者やその場にいない者の面影を幻影などの形で見せることができる。詳細はGMが決定せよ。もし、対象の持つ絆がエゴ化する直前に使用した場合、対象はその絆をエゴ化しなくてよい。後者の効果は1シナリオに1回のみ使用できる。
672,0,0,0,DO,セレスチャル,化狐,狐の守り火,魔法,3,DR直後,自動成功,単体,シーン,3,《狐火》で得た射撃武器を装備中のみ使用できる。対象が受けるダメージを-[《狐火》のG値+(Lv)D6]する。1ラウンドに1回まで使用できる。
673,0,0,0,DO,セレスチャル,化狐,すっぱいブドウ,なし,3,効果参照,自動成功,自身,なし,2,あなたが翻弄または暴走を受けた直後に使用する。そのBSひとつを即座に回復する。1ラウンドにLv回まで使用できる。
674,0,0,0,DO,セレスチャル,化狐,天照御光,魔獣/攻撃/魔法/0,3,メジャー,加護,範囲,シーン,7,対象に[【加護】+10+(Lv×2)D6]のダメージを与える特殊攻撃を行なう。対象は【加護】でドッジを行なう。1シナリオに1回まで使用でき、「種別：吸血」「種別：魔界」を持つ対象には与えるダメージが+10される。
675,0,0,1,AD,セレスチャル,森の乙女,自然の申し子,自動,5,常時,自動成功,自身,なし,2,あなたが与える特殊攻撃のダメージと【感情】属性のA値を+[Lv×2+2]し、【技術】属性のA値が常に0として扱われる。あなたは「種別：精霊」としても扱われ、神格のアーツ《自然神》《自然同化》を森の乙女のアーツとして取得できるようになる。
676,0,0,0,AD,セレスチャル,森の乙女,兄弟の樹,なし,5,常時,自動成功,自身,なし,2,あなたの【感情】を+2、【行動値】を+[Lv×2]する。あなたが迫害状態の間、あなたは常に邪毒3を受けているものとして扱い、迫害状態の間は邪毒を回復できない。
677,0,0,0,AD,セレスチャル,森の乙女,自然の助力,魔獣,1,常時,自動成功,自身,なし,1,木々や川、土の地面、吹き抜ける風など、周囲に豊かな自然の存在するシーン(GMが判断)、またはあなたが《アレナ展開》を使用中、あなたが使用する「種別：攻撃」「種別：回復」「種別：防御」「種別：支援」のアーツの効果を+【感情B】する。
678,0,0,0,AD,セレスチャル,森の乙女,自然への回帰,魔獣,1,マイナー,自動成功,自身,なし,2,そのメインプロセス中にあなたが行なう攻撃が命中した対象のA値とG値を、攻撃の終了後からそのシーンの間-5(最低0)する。攻撃の対象が「種別：機械」を持つ場合、さらにその攻撃で与えるダメージを+【感情】する。
679,0,0,0,AD,セレスチャル,森の乙女,ドライアドの誘惑,魔獣/攻撃,3,メジャー,感情+Lv,範囲,至近,4,対象に、DRの代わりに束縛を与える特殊攻撃を行なう。対象は【感情】でドッジを行なう。対象がエキストラの場合あなたの支配下となる。詳細はGMが決定すること。この束縛を受けたクラードは【FP】が現在値の半分となる。
680,0,0,0,AD,セレスチャル,森の乙女,緑の迷宮,なし,3,効果参照,自動成功,単体,シーン,4,対象が移動を行なう直前に使用する。その移動先を対象ではなくあなたが決定する。移動させなくてもよい。クラードを除いた対象は【FP】を[あなたの【感情】+(Lv)D6]点失うことで、この効果を無効化できる。1ラウンドに1回まで使用できる。
681,0,0,0,AD,セレスチャル,森の乙女,母なる大地,20/魔獣,1,効果参照,自動成功,単体,シーン,愛,対象がかりそめの死か真の死となった直後に使用する。対象は植物として転生し、キャラクターとしてはゲームから除外される。対象がこの効果を望まない場合、愛か罪1点、または災厄級を除くドミニアーツの回数1回分を消費すれば無効化できる。1シナリオに1回まで使用できる。
682,0,0,0,AD,セレスチャル,森の乙女,世界樹の化身,純血,1,常時,自動成功,自身,なし,3,あなたが取得しているセレスチャルのアーツの、判定値と効果文中の【加護】【加護B】をそれぞれ【感情】【感情B】に変更する。あなたが森の乙女と神格以外のルーツを持たない場合、マルチルーツでも森の乙女と神格の「種別：純血」のアーツを取得でき、効果を持つ。
683,0,0,1,R2,セレスチャル,黄道十二宮の天使,白銀鎧(アエロフォイル),自動/魔獣,5,常時,自動成功,自身,なし,0,《魔獣化》の効果中、あなたは飛行状態となり、A値に+(【加護B】+Lv)する。この飛行状態を解除したり、再び飛行状態になるにはマイナーアクションを使用する。あなたの《魔獣化》のコストは+2される。
684,0,0,0,R2,セレスチャル,黄道十二宮の天使,天使核解放,支援,1,DR直前,自動成功,自身,なし,1,あなたが行なうダメージロールに+[【加護】+5D6]し、そのダメージはアーツなどの効果で軽減できない。ただし、そのDRの結果は同時にあなたにも適用される。1シナリオ1回。
685,0,0,0,R2,セレスチャル,黄道十二宮の天使,おにょにょのぷー,なし,1,メジャー,加護,範囲,シーン,4,対象の精神を悶絶させ、とてつもなくやる気をそいでゲシュタルト崩壊させるギャグを口にする。特殊攻撃として扱う。クラードとエキストラにのみ効果を持つ。対象は【感情】でドッジを行なう。命中した対象はエキストラとなり、そのシーン中で起きたすべての出来事を忘却する。
686,0,1,0,R2,セレスチャル,黄道十二宮の天使,水晶邪封陣(クリト＝ファー),なし,1,効果参照,自動成功,単体,シーン,愛,"ドミネーターまたは異形の【FP】が0になった直後に使用する。対象を聖魔水晶の柱に自分もろとも封印する。この封印は、他の黄道十二宮の天使か""神""でなければ解除できない(GMは他の解除条件を設定してよい)。あなたは封印を続ける限り、セッションに参加することはできない。この特技を使用したセッションの経験点は通常通り得られる。"
687,0,1,0,R2,セレスチャル,黄道十二宮の天使,心響く言葉,なし,1,メジャー,加護,単体,シーン,2,エキストラのみ対象にすることができる。対象の精神を汚染することによって、シナリオ終了時まであなたの言葉を信じさせることができる。難易度はGMが決定する。目安としては以下の通り。偽名を信じさせる：難易度8/別人と誤認させる：難易度10/異性の有名人と誤認させる：難易度12/魔物を人と思わせる：難易度14
688,0,0,0,R2,セレスチャル,黄道十二宮の天使,下がる天使,なし,3,効果参照,自動成功,自身,なし,7,《魔獣化》と同時に使用する。《魔獣化》の効果中、あなたの【加護】を+3し、あなたが「ルーツ：黄道十二宮の天使」のアーツと素手で与える攻撃のダメージに+(Lv)D6する。1シナリオ1回まで使用でき、エンディングフェイズであなたの何か(学年、勤続年数、年収など、データ的な効果を持たないもの)が下がる。
689,0,0,0,R2,セレスチャル,黄道十二宮の天使,断罪する瞳,攻撃,5,メジャー,加護,範囲,シーン,3,対象に[【加護】+(Lv+1)D6]点のダメージを与える特殊攻撃を行なう。対象は【回避値】でドッジを行なう。対象が「種別：魔界」を持つ場合、与えるダメージにさらに+6する。
690,0,0,0,R2,セレスチャル,黄道十二宮の天使,電文発信,なし,1,イニシアチブ,自動成功,単体,効果参照,1,あなたが名前を知っている対象(そのシーンに登場していなくてもよい)に対して、8文字(ひらがなで。句読点は含まない)までのメッセージを必ず届けることができる。対象が別のドミニオンにいても使用できる。結界などで阻まれている場合、GMは【加護】による判定を要求するか、使用できないとしてもよい。
691,0,0,0,R2,セレスチャル,黄道十二宮の天使,突然宇宙戦艦,効果参照,1,効果参照,効果参照,効果参照,効果参照,3,プリプレイでGMの許可を得て使用する。あなたは、人格はそのままに、全く新しいキャラクターとして転生する。同じだけの経験点を使ってキャラクターを作り直すこと。ただし、「ルーツ：黄道十二宮の天使」とこのアーツは必ず取得すること。
692,0,0,0,R2,セレスチャル,黄道十二宮の天使,目醒めぎわは凶暴になる,なし,5,常時,自動成功,自身,なし,5,あなたが解放状態で発生させるあらゆるDRに+[Lv×5]する。ただし、あなたは解放状態になると暴走を受ける。この暴走は特殊なもので、シーンが終了するか、何らかの理由で解放状態が終了するまで継続する。
693,0,0,0,R2,セレスチャル,黄道十二宮の天使,星の刃,魔獣,5,常時,自動成功,自身,なし,0,《魔獣化》の効果中、あなたの素手のダメージを[【加護】+(Lv×2)+2D6]に変更し、素手による攻撃の対象が「種別：魔界」であった場合そのA値を無視する。あなたの《魔獣化》のコストは+2される。
694,0,0,0,R2,セレスチャル,黄道十二宮の天使,まるで涼風だな,魔獣,3,効果参照,自動成功,自身,なし,2,あなたのリアクションが成功した直後に使用する。あなたは即座に移動を行なう。この移動で離脱移動を行ってもよい。1ラウンドLv回。
695,0,0,0,R2,セレスチャル,黄道十二宮の天使,星の光(ミィヤ・ザワ・ケーンズィ),20/攻撃/魔獣,5,メジャー,射撃+1,シーン,シーン,8,対象に[(【加護】×2)+(Lv)D6]点のダメージを与える特殊攻撃を行なう。対象は【加護】でドッジを行なう。1シーン1回まで使用でき、攻撃後にあなたは(Lv×4)点の【FP】を失う。
696,0,0,0,R2,セレスチャル,黄道十二宮の天使,精霊獣召喚(フェア・ビート・コー),20,1,メジャー,自動成功,本文,シーン,罪,"精霊界と言われる遥か遠きドミニオンとの門を開き、そこに住まう最悪の戦闘生物""精霊獣""を呼び出す禁断のアーツ。呼び出された""精霊獣""は最低でも都市一つに壮絶な破壊をもたらし、シーン内のエキストラやクラードの【FP】は即座に0となる。詳細はGMが決定すること。1シナリオ1回。"
697,0,0,0,R2,セレスチャル,黄道十二宮の天使,現世の夢,純血,1,常時,自動成功,自身,なし,2,あなたが取得している[タイミング：常時]を除くあらゆる[ブラッド：セレスチャル]に属するアーツは、「種別：魔獣」を得る。そのアーツの種別が攻撃、支援、回復だった場合、その効果に+【加護B】する。
